Source,Target,Type,Kind,Id,Label,Weight
4,42,Undirected,original,185,original,17.0
4,49,Undirected,original,186,original,4.0
4,50,Undirected,original,187,original,22.0
4,58,Undirected,original,188,original,1.0
4,81,Undirected,original,189,original,1.0
4,82,Undirected,original,190,original,9.0
4,85,Undirected,original,191,original,4.0
4,99,Undirected,original,192,original,4.0
4,103,Undirected,original,193,original,1.0
4,109,Undirected,original,194,original,20.0
4,126,Undirected,original,195,original,16.0
4,130,Undirected,original,196,original,1.0
4,137,Undirected,original,197,original,1.0
5,7,Undirected,original,198,original,2.0
5,16,Undirected,original,199,original,3.0
5,26,Undirected,original,200,original,6.0
5,27,Undirected,original,201,original,2.0
5,34,Undirected,original,202,original,4.0
5,36,Undirected,original,203,original,5.0
5,44,Undirected,original,204,original,1.0
5,46,Undirected,original,205,original,3.0
5,49,Undirected,original,206,original,1.0
5,53,Undirected,original,207,original,1.0
5,54,Undirected,original,208,original,2.0
5,57,Undirected,original,209,original,12.0
5,60,Undirected,original,210,original,24.0
5,65,Undirected,original,211,original,12.0
5,66,Undirected,original,212,original,6.0
5,69,Undirected,original,213,original,2.0
5,70,Undirected,original,214,original,1.0
5,73,Undirected,original,215,original,1.0
5,75,Undirected,original,216,original,4.0
5,79,Undirected,original,217,original,1.0
5,80,Undirected,original,218,original,3.0
5,83,Undirected,original,219,original,2.0
5,90,Undirected,original,220,original,2.0
5,92,Undirected,original,221,original,13.0
5,102,Undirected,original,222,original,4.0
5,106,Undirected,original,223,original,5.0
5,107,Undirected,original,224,original,6.0
5,115,Undirected,original,225,original,3.0
5,117,Undirected,original,226,original,2.0
5,118,Undirected,original,227,original,1.0
5,127,Undirected,original,228,original,2.0
5,130,Undirected,original,229,original,2.0
5,131,Undirected,original,230,original,1.0
5,135,Undirected,original,231,original,2.0
5,139,Undirected,original,232,original,6.0
6,8,Undirected,original,233,original,1.0
6,11,Undirected,original,234,original,1.0
6,18,Undirected,original,235,original,1.0
6,25,Undirected,original,236,original,3.0
6,28,Undirected,original,237,original,1.0
6,55,Undirected,original,238,original,3.0
6,97,Undirected,original,239,original,1.0
6,99,Undirected,original,240,original,1.0
6,120,Undirected,original,241,original,2.0
6,123,Undirected,original,242,original,1.0
7,8,Undirected,original,243,original,1.0
7,10,Undirected,original,244,original,9.0
7,12,Undirected,original,245,original,1.0
7,13,Undirected,original,246,original,1.0
7,18,Undirected,original,247,original,3.0
7,20,Undirected,original,248,original,14.0
7,21,Undirected,original,249,original,3.0
7,27,Undirected,original,250,original,2.0
7,33,Undirected,original,251,original,1.0
7,34,Undirected,original,252,original,3.0
7,36,Undirected,original,253,original,4.0
7,38,Undirected,original,254,original,4.0
7,41,Undirected,original,255,original,2.0
7,44,Undirected,original,256,original,2.0
7,46,Undirected,original,257,original,1.0
7,47,Undirected,original,258,original,3.0
7,51,Undirected,original,259,original,3.0
7,52,Undirected,original,260,original,1.0
7,53,Undirected,original,261,original,1.0
7,54,Undirected,original,262,original,6.0
7,56,Undirected,original,263,original,13.0
7,58,Undirected,original,264,original,16.0
7,59,Undirected,original,265,original,4.0
7,65,Undirected,original,266,original,3.0
7,69,Undirected,original,267,original,3.0
7,70,Undirected,original,268,original,2.0
7,71,Undirected,original,269,original,2.0
7,72,Undirected,original,270,original,5.0
7,74,Undirected,original,271,original,2.0
7,75,Undirected,original,272,original,1.0
7,80,Undirected,original,273,original,10.0
7,88,Undirected,original,274,original,6.0
7,90,Undirected,original,275,original,1.0
7,92,Undirected,original,276,original,1.0
7,96,Undirected,original,277,original,1.0
7,99,Undirected,original,278,original,1.0
7,102,Undirected,original,279,original,1.0
7,106,Undirected,original,280,original,1.0
7,107,Undirected,original,281,original,3.0
7,110,Undirected,original,282,original,5.0
7,111,Undirected,original,283,original,3.0
7,112,Undirected,original,284,original,6.0
7,113,Undirected,original,285,original,3.0
7,118,Undirected,original,286,original,1.0
7,119,Undirected,original,287,original,2.0
7,122,Undirected,original,288,original,1.0
7,123,Undirected,original,289,original,3.0
7,124,Undirected,original,290,original,2.0
7,126,Undirected,original,291,original,1.0
7,130,Undirected,original,292,original,4.0
7,134,Undirected,original,293,original,7.0
7,135,Undirected,original,294,original,5.0
7,137,Undirected,original,295,original,2.0
7,139,Undirected,original,296,original,2.0
7,141,Undirected,original,297,original,2.0
7,142,Undirected,original,298,original,3.0
8,12,Undirected,original,299,original,2.0
8,18,Undirected,original,300,original,3.0
8,25,Undirected,original,301,original,2.0
8,33,Undirected,original,302,original,1.0
8,35,Undirected,original,303,original,1.0
8,36,Undirected,original,304,original,1.0
8,46,Undirected,original,305,original,3.0
8,58,Undirected,original,306,original,2.0
8,67,Undirected,original,307,original,1.0
8,69,Undirected,original,308,original,1.0
8,73,Undirected,original,309,original,1.0
8,74,Undirected,original,310,original,2.0
8,80,Undirected,original,311,original,2.0
8,86,Undirected,original,312,original,1.0
8,88,Undirected,original,313,original,2.0
8,97,Undirected,original,314,original,2.0
8,106,Undirected,original,315,original,1.0
8,120,Undirected,original,316,original,1.0
8,122,Undirected,original,317,original,2.0
8,123,Undirected,original,318,original,1.0
8,130,Undirected,original,319,original,2.0
8,142,Undirected,original,320,original,1.0
9,20,Undirected,original,321,original,1.0
9,32,Undirected,original,322,original,3.0
9,35,Undirected,original,323,original,1.0
9,36,Undirected,original,324,original,5.0
9,43,Undirected,original,325,original,5.0
9,45,Undirected,original,326,original,1.0
9,53,Undirected,original,327,original,7.0
9,56,Undirected,original,328,original,1.0
9,58,Undirected,original,329,original,1.0
9,61,Undirected,original,330,original,2.0
9,67,Undirected,original,331,original,2.0
9,69,Undirected,original,332,original,5.0
9,70,Undirected,original,333,original,2.0
9,73,Undirected,original,334,original,11.0
9,80,Undirected,original,335,original,12.0
9,84,Undirected,original,336,original,3.0
9,86,Undirected,original,337,original,1.0
9,94,Undirected,original,338,original,6.0
9,106,Undirected,original,339,original,3.0
9,110,Undirected,original,340,original,1.0
9,112,Undirected,original,341,original,6.0
9,123,Undirected,original,342,original,4.0
9,129,Undirected,original,343,original,3.0
10,14,Undirected,original,344,original,1.0
10,17,Undirected,original,345,original,1.0
10,18,Undirected,original,346,original,1.0
10,20,Undirected,original,347,original,9.0
10,21,Undirected,original,348,original,3.0
10,36,Undirected,original,349,original,4.0
10,38,Undirected,original,350,original,6.0
10,39,Undirected,original,351,original,2.0
10,41,Undirected,original,352,original,2.0
10,42,Undirected,original,353,original,1.0
10,46,Undirected,original,354,original,1.0
10,47,Undirected,original,355,original,3.0
10,51,Undirected,original,356,original,2.0
10,52,Undirected,original,357,original,9.0
10,56,Undirected,original,358,original,11.0
10,58,Undirected,original,359,original,13.0
10,59,Undirected,original,360,original,5.0
10,71,Undirected,original,361,original,3.0
10,72,Undirected,original,362,original,6.0
10,80,Undirected,original,363,original,2.0
10,103,Undirected,original,364,original,1.0
10,110,Undirected,original,365,original,3.0
10,111,Undirected,original,366,original,4.0
10,113,Undirected,original,367,original,7.0
10,119,Undirected,original,368,original,2.0
10,124,Undirected,original,369,original,1.0
10,126,Undirected,original,370,original,1.0
10,130,Undirected,original,371,original,2.0
10,134,Undirected,original,372,original,9.0
10,136,Undirected,original,373,original,1.0
10,141,Undirected,original,374,original,3.0
10,142,Undirected,original,375,original,1.0
11,48,Undirected,original,376,original,2.0
11,64,Undirected,original,377,original,2.0
11,97,Undirected,original,378,original,1.0
11,120,Undirected,original,379,original,2.0
11,128,Undirected,original,380,original,1.0
11,132,Undirected,original,381,original,2.0
12,18,Undirected,original,382,original,1.0
12,25,Undirected,original,383,original,2.0
12,28,Undirected,original,384,original,2.0
12,33,Undirected,original,385,original,1.0
12,36,Undirected,original,386,original,1.0
12,46,Undirected,original,387,original,1.0
12,55,Undirected,original,388,original,2.0
12,58,Undirected,original,389,original,1.0
12,69,Undirected,original,390,original,1.0
12,74,Undirected,original,391,original,1.0
12,80,Undirected,original,392,original,1.0
12,88,Undirected,original,393,original,3.0
12,100,Undirected,original,394,original,1.0
12,106,Undirected,original,395,original,1.0
12,122,Undirected,original,396,original,1.0
12,123,Undirected,original,397,original,1.0
12,142,Undirected,original,398,original,1.0
13,21,Undirected,original,399,original,1.0
13,22,Undirected,original,400,original,2.0
13,38,Undirected,original,401,original,3.0
13,42,Undirected,original,402,original,2.0
13,49,Undirected,original,403,original,2.0
13,50,Undirected,original,404,original,2.0
13,52,Undirected,original,405,original,1.0
13,56,Undirected,original,406,original,2.0
13,58,Undirected,original,407,original,1.0
13,59,Undirected,original,408,original,1.0
13,68,Undirected,original,409,original,1.0
13,71,Undirected,original,410,original,1.0
13,81,Undirected,original,411,original,2.0
13,85,Undirected,original,412,original,2.0
13,99,Undirected,original,413,original,4.0
13,103,Undirected,original,414,original,4.0
13,109,Undirected,original,415,original,3.0
13,110,Undirected,original,416,original,1.0
13,126,Undirected,original,417,original,5.0
14,15,Undirected,original,418,original,2.0
14,17,Undirected,original,419,original,12.0
14,24,Undirected,original,420,original,4.0
14,28,Undirected,original,421,original,1.0
14,29,Undirected,original,422,original,12.0
14,31,Undirected,original,423,original,7.0
14,38,Undirected,original,424,original,1.0
14,39,Undirected,original,425,original,7.0
14,40,Undirected,original,426,original,14.0
14,41,Undirected,original,427,original,10.0
14,47,Undirected,original,428,original,3.0
14,48,Undirected,original,429,original,2.0
14,51,Undirected,original,430,original,1.0
14,52,Undirected,original,431,original,5.0
14,63,Undirected,original,432,original,3.0
14,64,Undirected,original,433,original,1.0
14,71,Undirected,original,434,original,8.0
14,79,Undirected,original,435,original,1.0
14,87,Undirected,original,436,original,1.0
14,88,Undirected,original,437,original,1.0
14,103,Undirected,original,438,original,2.0
14,104,Undirected,original,439,original,2.0
14,105,Undirected,original,440,original,2.0
14,107,Undirected,original,441,original,8.0
14,108,Undirected,original,442,original,1.0
14,111,Undirected,original,443,original,8.0
14,113,Undirected,original,444,original,1.0
14,119,Undirected,original,445,original,9.0
14,124,Undirected,original,446,original,2.0
14,130,Undirected,original,447,original,4.0
14,131,Undirected,original,448,original,1.0
14,132,Undirected,original,449,original,4.0
14,138,Undirected,original,450,original,1.0
14,141,Undirected,original,451,original,1.0
15,17,Undirected,original,452,original,1.0
15,28,Undirected,original,453,original,4.0
15,38,Undirected,original,454,original,1.0
15,39,Undirected,original,455,original,8.0
15,52,Undirected,original,456,original,1.0
15,79,Undirected,original,457,original,8.0
15,87,Undirected,original,458,original,3.0
15,88,Undirected,original,459,original,1.0
15,101,Undirected,original,460,original,3.0
15,103,Undirected,original,461,original,3.0
15,104,Undirected,original,462,original,13.0
15,108,Undirected,original,463,original,4.0
15,111,Undirected,original,464,original,1.0
15,119,Undirected,original,465,original,3.0
15,124,Undirected,original,466,original,10.0
15,125,Undirected,original,467,original,5.0
15,131,Undirected,original,468,original,2.0
15,138,Undirected,original,469,original,3.0
16,25,Undirected,original,470,original,1.0
16,26,Undirected,original,471,original,1.0
16,32,Undirected,original,472,original,3.0
16,36,Undirected,original,473,original,1.0
16,43,Undirected,original,474,original,2.0
16,54,Undirected,original,475,original,1.0
16,57,Undirected,original,476,original,2.0
16,60,Undirected,original,477,original,2.0
16,61,Undirected,original,478,original,1.0
16,65,Undirected,original,479,original,1.0
16,73,Undirected,original,480,original,1.0
16,74,Undirected,original,481,original,1.0
16,75,Undirected,original,482,original,1.0
16,80,Undirected,original,483,original,2.0
16,98,Undirected,original,484,original,1.0
16,112,Undirected,original,485,original,1.0
16,122,Undirected,original,486,original,1.0
16,129,Undirected,original,487,original,1.0
16,139,Undirected,original,488,original,1.0
17,20,Undirected,original,489,original,14.0
17,24,Undirected,original,490,original,2.0
17,29,Undirected,original,491,original,8.0
17,33,Undirected,original,492,original,1.0
17,36,Undirected,original,493,original,2.0
17,38,Undirected,original,494,original,5.0
17,39,Undirected,original,495,original,29.0
17,40,Undirected,original,496,original,12.0
17,46,Undirected,original,497,original,2.0
17,48,Undirected,original,498,original,2.0
17,51,Undirected,original,499,original,1.0
17,52,Undirected,original,500,original,16.0
17,56,Undirected,original,501,original,9.0
17,58,Undirected,original,502,original,11.0
17,63,Undirected,original,503,original,1.0
17,64,Undirected,original,504,original,1.0
17,87,Undirected,original,505,original,1.0
17,88,Undirected,original,506,original,2.0
17,95,Undirected,original,507,original,1.0
17,103,Undirected,original,508,original,17.0
17,104,Undirected,original,509,original,1.0
17,107,Undirected,original,510,original,9.0
17,108,Undirected,original,511,original,1.0
17,111,Undirected,original,512,original,46.0
17,113,Undirected,original,513,original,1.0
17,119,Undirected,original,514,original,45.0
17,121,Undirected,original,515,original,2.0
17,123,Undirected,original,516,original,1.0
17,124,Undirected,original,517,original,2.0
17,130,Undirected,original,518,original,7.0
17,131,Undirected,original,519,original,1.0
17,132,Undirected,original,520,original,1.0
17,134,Undirected,original,521,original,5.0
17,138,Undirected,original,522,original,1.0
18,20,Undirected,original,523,original,1.0
18,33,Undirected,original,524,original,1.0
18,36,Undirected,original,525,original,3.0
18,38,Undirected,original,526,original,1.0
18,46,Undirected,original,527,original,1.0
18,50,Undirected,original,528,original,2.0
18,56,Undirected,original,529,original,3.0
18,58,Undirected,original,530,original,2.0
18,69,Undirected,original,531,original,3.0
18,74,Undirected,original,532,original,2.0
18,80,Undirected,original,533,original,5.0
18,88,Undirected,original,534,original,4.0
18,97,Undirected,original,535,original,2.0
18,99,Undirected,original,536,original,1.0
18,106,Undirected,original,537,original,1.0
18,110,Undirected,original,538,original,1.0
18,112,Undirected,original,539,original,2.0
18,119,Undirected,original,540,original,1.0
18,120,Undirected,original,541,original,1.0
18,122,Undirected,original,542,original,1.0
18,123,Undirected,original,543,original,3.0
18,124,Undirected,original,544,original,6.0
18,130,Undirected,original,545,original,2.0
18,136,Undirected,original,546,original,1.0
18,141,Undirected,original,547,original,1.0
18,142,Undirected,original,548,original,5.0
19,37,Undirected,original,549,original,6.0
19,62,Undirected,original,550,original,3.0
19,76,Undirected,original,551,original,2.0
19,77,Undirected,original,552,original,5.0
19,101,Undirected,original,553,original,2.0
19,108,Undirected,original,554,original,1.0
19,114,Undirected,original,555,original,7.0
19,116,Undirected,original,556,original,7.0
19,125,Undirected,original,557,original,4.0
19,138,Undirected,original,558,original,7.0
20,21,Undirected,original,559,original,4.0
20,33,Undirected,original,560,original,4.0
20,36,Undirected,original,561,original,2.0
20,38,Undirected,original,562,original,13.0
20,39,Undirected,original,563,original,2.0
20,41,Undirected,original,564,original,1.0
20,47,Undirected,original,565,original,4.0
20,51,Undirected,original,566,original,3.0
20,52,Undirected,original,567,original,8.0
20,56,Undirected,original,568,original,19.0
20,58,Undirected,original,569,original,42.0
20,59,Undirected,original,570,original,5.0
20,69,Undirected,original,571,original,2.0
20,71,Undirected,original,572,original,3.0
20,72,Undirected,original,573,original,10.0
20,74,Undirected,original,574,original,2.0
20,80,Undirected,original,575,original,8.0
20,88,Undirected,original,576,original,17.0
20,97,Undirected,original,577,original,1.0
20,99,Undirected,original,578,original,3.0
20,103,Undirected,original,579,original,5.0
20,106,Undirected,original,580,original,1.0
20,110,Undirected,original,581,original,9.0
20,111,Undirected,original,582,original,19.0
20,112,Undirected,original,583,original,8.0
20,113,Undirected,original,584,original,5.0
20,119,Undirected,original,585,original,14.0
20,121,Undirected,original,586,original,1.0
20,123,Undirected,original,587,original,3.0
20,124,Undirected,original,588,original,2.0
20,130,Undirected,original,589,original,5.0
20,134,Undirected,original,590,original,21.0
20,142,Undirected,original,591,original,2.0
21,29,Undirected,original,592,original,2.0
21,38,Undirected,original,593,original,3.0
21,41,Undirected,original,594,original,1.0
21,47,Undirected,original,595,original,3.0
21,52,Undirected,original,596,original,3.0
21,56,Undirected,original,597,original,3.0
21,58,Undirected,original,598,original,3.0
21,59,Undirected,original,599,original,5.0
21,71,Undirected,original,600,original,2.0
21,72,Undirected,original,601,original,2.0
21,103,Undirected,original,602,original,2.0
21,111,Undirected,original,603,original,3.0
21,113,Undirected,original,604,original,4.0
21,134,Undirected,original,605,original,5.0
22,38,Undirected,original,606,original,3.0
22,42,Undirected,original,607,original,9.0
22,49,Undirected,original,608,original,6.0
22,50,Undirected,original,609,original,14.0
22,68,Undirected,original,610,original,3.0
22,73,Undirected,original,611,original,1.0
22,81,Undirected,original,612,original,2.0
22,84,Undirected,original,613,original,1.0
22,85,Undirected,original,614,original,7.0
22,99,Undirected,original,615,original,10.0
22,103,Undirected,original,616,original,2.0
22,109,Undirected,original,617,original,7.0
22,126,Undirected,original,618,original,12.0
22,137,Undirected,original,619,original,2.0
23,32,Undirected,original,620,original,2.0
23,43,Undirected,original,621,original,1.0
23,59,Undirected,original,622,original,1.0
23,78,Undirected,original,623,original,1.0
23,94,Undirected,original,624,original,1.0
23,98,Undirected,original,625,original,1.0
23,103,Undirected,original,626,original,1.0
23,112,Undirected,original,627,original,2.0
23,134,Undirected,original,628,original,1.0
23,137,Undirected,original,629,original,1.0
24,29,Undirected,original,630,original,3.0
24,31,Undirected,original,631,original,7.0
24,40,Undirected,original,632,original,19.0
24,41,Undirected,original,633,original,4.0
24,47,Undirected,original,634,original,1.0
24,48,Undirected,original,635,original,11.0
24,63,Undirected,original,636,original,14.0
24,64,Undirected,original,637,original,7.0
24,71,Undirected,original,638,original,6.0
24,91,Undirected,original,639,original,4.0
24,105,Undirected,original,640,original,7.0
24,107,Undirected,original,641,original,8.0
24,132,Undirected,original,642,original,19.0
24,140,Undirected,original,643,original,8.0
25,26,Undirected,original,644,original,1.0
25,36,Undirected,original,645,original,3.0
25,46,Undirected,original,646,original,4.0
25,55,Undirected,original,647,original,3.0
25,58,Undirected,original,648,original,2.0
25,60,Undirected,original,649,original,2.0
25,74,Undirected,original,650,original,2.0
25,88,Undirected,original,651,original,1.0
25,89,Undirected,original,652,original,1.0
25,93,Undirected,original,653,original,2.0
25,102,Undirected,original,654,original,1.0
25,122,Undirected,original,655,original,1.0
25,123,Undirected,original,656,original,1.0
25,128,Undirected,original,657,original,1.0
25,130,Undirected,original,658,original,1.0
25,142,Undirected,original,659,original,3.0
26,36,Undirected,original,660,original,31.0
26,46,Undirected,original,661,original,23.0
26,54,Undirected,original,662,original,1.0
26,57,Undirected,original,663,original,22.0
26,60,Undirected,original,664,original,24.0
26,66,Undirected,original,665,original,2.0
26,69,Undirected,original,666,original,1.0
26,70,Undirected,original,667,original,1.0
26,73,Undirected,original,668,original,1.0
26,75,Undirected,original,669,original,1.0
26,79,Undirected,original,670,original,1.0
26,80,Undirected,original,671,original,2.0
26,90,Undirected,original,672,original,1.0
26,92,Undirected,original,673,original,16.0
26,102,Undirected,original,674,original,11.0
26,107,Undirected,original,675,original,2.0
26,115,Undirected,original,676,original,6.0
26,117,Undirected,original,677,original,12.0
26,127,Undirected,original,678,original,16.0
26,130,Undirected,original,679,original,3.0
26,131,Undirected,original,680,original,1.0
26,139,Undirected,original,681,original,6.0
27,32,Undirected,original,682,original,1.0
27,34,Undirected,original,683,original,1.0
27,35,Undirected,original,684,original,1.0
27,44,Undirected,original,685,original,1.0
27,49,Undirected,original,686,original,1.0
27,54,Undirected,original,687,original,1.0
27,65,Undirected,original,688,original,1.0
27,69,Undirected,original,689,original,1.0
27,92,Undirected,original,690,original,1.0
27,96,Undirected,original,691,original,1.0
27,118,Undirected,original,692,original,1.0
27,135,Undirected,original,693,original,2.0
27,137,Undirected,original,694,original,1.0
27,139,Undirected,original,695,original,1.0
28,37,Undirected,original,696,original,1.0
28,39,Undirected,original,697,original,6.0
28,79,Undirected,original,698,original,4.0
28,87,Undirected,original,699,original,1.0
28,88,Undirected,original,700,original,2.0
28,99,Undirected,original,701,original,1.0
28,103,Undirected,original,702,original,2.0
28,104,Undirected,original,703,original,4.0
28,111,Undirected,original,704,original,1.0
28,119,Undirected,original,705,original,2.0
28,124,Undirected,original,706,original,5.0
28,125,Undirected,original,707,original,2.0
28,131,Undirected,original,708,original,3.0
29,31,Undirected,original,709,original,5.0
29,38,Undirected,original,710,original,1.0
29,39,Undirected,original,711,original,1.0
29,40,Undirected,original,712,original,21.0
29,41,Undirected,original,713,original,12.0
29,47,Undirected,original,714,original,3.0
29,48,Undirected,original,715,original,5.0
29,64,Undirected,original,716,original,2.0
29,68,Undirected,original,717,original,1.0
29,71,Undirected,original,718,original,11.0
29,81,Undirected,original,719,original,2.0
29,91,Undirected,original,720,original,1.0
29,105,Undirected,original,721,original,1.0
29,107,Undirected,original,722,original,10.0
29,111,Undirected,original,723,original,1.0
29,113,Undirected,original,724,original,1.0
29,119,Undirected,original,725,original,1.0
29,130,Undirected,original,726,original,3.0
29,132,Undirected,original,727,original,3.0
29,136,Undirected,original,728,original,1.0
29,141,Undirected,original,729,original,1.0
30,101,Undirected,original,730,original,3.0
30,108,Undirected,original,731,original,2.0
30,125,Undirected,original,732,original,2.0
30,138,Undirected,original,733,original,2.0
31,40,Undirected,original,734,original,8.0
